DateKey,Date,CampaignID,AdSetID,CreativeID,AudienceID,Spend,Impressions,Reach,Frequency,Clicks,LinkClicks,AddToCart,Purchases,Revenue
20260318,3/18/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,23.4,1709,653,2.62,27,23,2,0,0
20260319,3/19/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,32.71,2752,877,3.14,39,33,2,1,62.62
20260320,3/20/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,169.64,14292,4231,3.38,201,182,18,4,256.74
20260321,3/21/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,141.97,13272,4226,3.14,152,130,10,2,98.26
20260322,3/22/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,119.88,9707,4992,1.94,116,97,4,1,51.84
20260323,3/23/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,202.58,17357,6002,2.89,284,243,22,5,253.56
20260324,3/24/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,115.49,11193,4532,2.47,144,132,15,4,200.24
20260325,3/25/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,116.17,9067,4176,2.17,151,126,17,4,239.82
20260326,3/26/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,34,2788,1253,2.23,46,40,2,0,0
20260327,3/27/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,49.2,4546,1266,3.59,75,63,2,1,61.54
20260328,3/28/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,28.03,2258,1250,1.81,22,17,2,0,0
20260329,3/29/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,46.56,3575,1100,3.25,35,29,1,0,0
20260330,3/30/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,30.33,2364,661,3.58,35,29,1,0,0
20260331,3/31/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,30.65,2278,867,2.63,37,33,6,1,61.87
20260401,4/1/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,38.22,3127,1350,2.32,46,41,4,1,50.65
20260402,4/2/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,38.76,3584,2304,1.56,39,32,4,1,63.79
20260403,4/3/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,38.3,3683,1330,2.77,50,44,2,0,0
20260404,4/4/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,26.39,1978,545,3.63,22,19,1,0,0
20260405,4/5/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,45.33,4122,1118,3.69,46,37,4,1,62.45
20260406,4/6/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,50.98,4941,2408,2.05,78,70,6,1,64.2
20260407,4/7/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,41.96,4076,1344,3.03,61,55,3,1,67.72
20260408,4/8/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,46.53,3988,2483,1.61,48,40,0,0,0
20260409,4/9/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,42,3316,2097,1.58,44,38,4,1,66.16
20260410,4/10/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,45.05,3586,1407,2.55,51,43,2,1,65.12
20260411,4/11/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,35.14,2979,964,3.09,32,26,2,0,0
20260412,4/12/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,43.9,3383,1404,2.41,40,32,0,0,0
20260413,4/13/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,27.57,2298,674,3.41,31,24,0,0,0
20260414,4/14/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,44.13,3199,1676,1.91,36,31,1,0,0
20260415,4/15/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,22.93,1946,490,3.97,26,23,0,0,0
20260416,4/16/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,51.91,3765,1706,2.21,46,42,3,1,60.79
20260417,4/17/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,48.48,4220,1529,2.76,51,40,1,0,0
20260418,4/18/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,47.03,4065,1612,2.52,37,31,1,0,0
20260419,4/19/2026,CMP_002,ADS_0007,CRV_00025,AUD_003,27.39,2259,905,2.5,22,17,2,0,0
20260120,1/20/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,47.15,3561,1205,2.96,63,57,4,1,53.2
20260121,1/21/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,48.81,4592,2874,1.6,71,58,5,1,53.56
20260122,1/22/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,44.78,3930,2094,1.88,68,59,4,1,63.28
20260123,1/23/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,46.47,3802,1372,2.77,68,53,3,1,56.54
20260124,1/24/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,34.97,2959,854,3.46,47,41,0,0,0
20260125,1/25/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,45.57,3976,1824,2.18,52,45,3,1,63.86
20260126,1/26/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,26.9,2391,1279,1.87,37,30,2,0,0
20260127,1/27/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,24.87,1851,1004,1.84,33,30,4,1,49.63
20260128,1/28/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,45.68,3439,2005,1.72,59,52,5,1,67.39
20260129,1/29/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,32.32,2739,1154,2.37,41,36,1,0,0
20260130,1/30/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,50.31,4187,1933,2.17,68,56,5,1,50.98
20260131,1/31/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,34.02,2733,745,3.67,35,29,0,0,0
20260201,2/1/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,24.29,1895,510,3.72,23,20,1,0,0
20260202,2/2/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,34.48,2961,1755,1.69,43,34,4,1,53.77
20260203,2/3/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,27.07,2612,1414,1.85,36,32,1,0,0
20260204,2/4/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,28.24,2624,741,3.54,40,31,1,0,0
20260205,2/5/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,31.94,2741,875,3.13,36,32,5,1,68.73
20260206,2/6/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,33.67,2955,895,3.3,51,46,5,1,68.08
20260207,2/7/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,38.96,3488,1700,2.05,54,46,4,1,46.96
20260208,2/8/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,42.47,3163,929,3.4,43,36,0,0,0
20260209,2/9/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,45.68,3345,1997,1.68,40,31,6,1,48.87
20260210,2/10/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,27.31,2326,1169,1.99,28,23,2,0,0
20260211,2/11/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,40.81,3484,1113,3.13,57,50,2,1,65.56
20260212,2/12/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,23.81,2020,1081,1.87,30,27,0,0,0
20260213,2/13/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,28.07,2466,625,3.95,40,33,2,1,57.35
20260214,2/14/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,47.89,4045,1226,3.3,56,45,2,1,51.72
20260215,2/15/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,37.2,2883,851,3.39,35,27,1,0,0
20260216,2/16/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,45.06,4187,2216,1.89,50,39,2,0,0
20260217,2/17/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,28.69,2413,645,3.74,37,33,0,0,0
20260218,2/18/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,33.96,2677,1182,2.26,38,29,2,0,0
20260219,2/19/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,36.94,2734,775,3.53,36,29,1,0,0
20260220,2/20/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,28.08,2497,625,4,29,25,2,0,0
20260221,2/21/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,36.19,3085,1461,2.11,34,28,2,0,0
20260222,2/22/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,49.28,4068,1579,2.58,48,42,3,1,64.5
20260223,2/23/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,43.53,3703,1012,3.66,47,43,5,1,56.62
20260224,2/24/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,48.58,4084,1517,2.69,64,50,1,0,0
20260225,2/25/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,26.25,2427,1042,2.33,36,32,1,0,0
20260226,2/26/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,22.6,2179,572,3.81,26,21,0,0,0
20260227,2/27/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,25.38,2113,1097,1.93,27,22,0,0,0
20260228,2/28/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,51.66,3797,1182,3.21,41,37,2,0,0
20260301,3/1/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,36.5,3198,1065,3,38,34,2,0,0
20260302,3/2/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,40.82,3389,1232,2.75,41,34,6,1,56.81
20260303,3/3/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,42.28,3559,1959,1.82,48,39,4,1,62.16
20260304,3/4/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,24.09,1858,830,2.24,25,21,1,0,0
20260305,3/5/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,35.17,2942,1636,1.8,38,30,0,0,0
20260306,3/6/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,25.88,2467,836,2.95,35,27,1,0,0
20260307,3/7/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,52,4443,1393,3.19,43,36,1,0,0
20260308,3/8/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,31.37,2736,739,3.7,29,22,1,0,0
20260309,3/9/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,50.31,4890,1299,3.76,71,62,5,1,61.83
20260310,3/10/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,40.73,3442,2047,1.68,43,34,3,1,56.13
20260311,3/11/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,49.3,3975,1181,3.37,40,34,2,0,0
20260312,3/12/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,31.35,2519,1188,2.12,26,21,0,0,0
20260313,3/13/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,45.64,3663,1641,2.23,35,30,0,0,0
20260314,3/14/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,38.73,3415,1273,2.68,39,35,1,0,0
20260315,3/15/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,49.33,3899,1072,3.64,38,33,2,1,51.91
20260316,3/16/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,44.13,3372,906,3.72,46,37,2,0,0
20260317,3/17/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,52.22,4264,1101,3.87,55,49,3,1,56.34
20260318,3/18/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,33.21,2567,1688,1.52,30,23,1,0,0
20260319,3/19/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,47.78,3503,1024,3.42,43,37,3,1,66.81
20260320,3/20/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,105.21,10015,4939,2.03,129,108,10,2,101.39
20260321,3/21/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,131.88,11037,3667,3.01,129,113,7,2,101.11
20260322,3/22/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,197.22,15298,8553,1.79,156,140,6,2,97.83
20260323,3/23/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,126.05,10113,2881,3.51,131,107,6,2,126.03
20260324,3/24/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,152.74,13379,5558,2.41,130,104,9,2,124.73
20260325,3/25/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,149.46,13090,7979,1.64,127,114,10,3,165.8
20260326,3/26/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,50.11,4298,1269,3.39,48,43,4,1,52.67
20260327,3/27/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,29.66,2307,786,2.94,28,22,1,0,0
20260328,3/28/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,30.96,2248,830,2.71,19,15,0,0,0
20260329,3/29/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,36.41,3013,1084,2.78,33,28,0,0,0
20260330,3/30/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,47.65,3466,1203,2.88,32,28,0,0,0
20260331,3/31/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,30.55,2861,1120,2.55,35,29,2,0,0
20260401,4/1/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,50.35,3744,1615,2.32,32,26,1,0,0
20260402,4/2/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,32.69,2434,1230,1.98,24,21,0,0,0
20260403,4/3/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,47.9,4602,1384,3.33,37,29,5,1,50.54
20260404,4/4/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,28.04,2448,721,3.4,23,19,2,0,0
20260405,4/5/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,29.31,2329,592,3.93,19,15,2,0,0
20260406,4/6/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,40.47,3655,1330,2.75,34,28,2,0,0
20260407,4/7/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,23.3,2169,1288,1.68,19,16,0,0,0
20260408,4/8/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,46.88,3815,2181,1.75,33,29,0,0,0
20260409,4/9/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,37.69,2843,832,3.42,25,20,2,0,0
20260410,4/10/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,39.67,3381,1152,2.93,36,32,2,0,0
20260411,4/11/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,44.87,3455,1190,2.9,34,28,0,0,0
20260412,4/12/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,42.33,3165,913,3.47,22,18,1,0,0
20260413,4/13/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,34.89,2745,1646,1.67,26,21,1,0,0
20260414,4/14/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,37.59,3132,1003,3.12,31,27,1,0,0
20260415,4/15/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,26.03,1913,598,3.2,20,15,1,0,0
20260416,4/16/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,49.03,3782,958,3.95,35,31,5,1,62.84
20260417,4/17/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,26,2212,566,3.91,16,14,0,0,0
20260418,4/18/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,39.17,3163,1946,1.63,22,19,0,0,0
20260419,4/19/2026,CMP_002,ADS_0007,CRV_00026,AUD_003,47.46,4193,1135,3.69,27,21,2,0,0
20260120,1/20/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,52.48,3957,1447,2.73,72,64,6,1,51.78
20260121,1/21/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,49.02,4677,1931,2.42,66,53,5,1,68.31
20260122,1/22/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,43.36,3396,1557,2.18,67,60,4,1,54.82
20260123,1/23/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,36.13,2756,1677,1.64,46,41,2,1,68.26
20260124,1/24/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,40.17,3265,863,3.78,39,31,1,0,0
20260125,1/25/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,51.67,4309,1525,2.83,56,45,0,0,0
20260126,1/26/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,23.28,1950,502,3.88,29,24,1,0,0
20260127,1/27/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,24.3,2093,566,3.7,34,27,0,0,0
20260128,1/28/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,38.44,3107,1589,1.96,43,35,2,0,0
20260129,1/29/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,39.98,3220,1257,2.56,45,35,4,1,61.08
20260130,1/30/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,29.34,2807,1155,2.43,46,42,5,1,65.63
20260131,1/31/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,31.72,2442,769,3.18,40,34,1,0,0
20260201,2/1/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,34.73,3226,1314,2.46,42,35,0,0,0
20260202,2/2/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.22,4142,1375,3.01,65,56,4,1,55.14
20260203,2/3/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,43.52,3527,1325,2.66,66,57,4,1,54.54
20260204,2/4/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,32.34,2774,1185,2.34,49,42,6,1,52.57
20260205,2/5/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.8,4641,1375,3.38,65,58,3,1,63
20260206,2/6/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,26.82,2540,1097,2.32,45,40,5,1,66.8
20260207,2/7/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,27.2,2133,602,3.54,29,26,0,0,0
20260208,2/8/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,49.42,3974,1441,2.76,54,49,5,1,54.03
20260209,2/9/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,34.03,3183,1053,3.02,46,41,3,1,68.42
20260210,2/10/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,37.52,3241,1396,2.32,58,47,2,1,53.15
20260211,2/11/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,35.67,2663,1680,1.59,44,38,0,0,0
20260212,2/12/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,39.03,2851,1157,2.46,51,41,4,1,59.26
20260213,2/13/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,25.88,1902,880,2.16,29,23,1,0,0
20260214,2/14/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,48.73,4591,1155,3.97,63,52,0,0,0
20260215,2/15/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,26.52,2049,939,2.18,31,26,1,0,0
20260216,2/16/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,22.7,1988,682,2.91,29,24,1,0,0
20260217,2/17/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,31.52,2798,1731,1.62,39,33,2,0,0
20260218,2/18/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,32.78,3187,885,3.6,42,37,2,0,0
20260219,2/19/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,41.19,3205,1797,1.78,44,40,4,1,59.04
20260220,2/20/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,33.34,2651,1311,2.02,36,31,1,0,0
20260221,2/21/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,46.32,3402,994,3.42,50,41,0,0,0
20260222,2/22/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,39.05,3341,1250,2.67,44,39,0,0,0
20260223,2/23/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.86,3861,1779,2.17,57,46,4,1,50.97
20260224,2/24/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,30.97,2455,1455,1.69,30,26,2,0,0
20260225,2/25/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.48,4595,1863,2.47,58,52,6,1,58.71
20260226,2/26/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,35.78,2960,793,3.73,35,29,2,0,0
20260227,2/27/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,36.98,3459,1171,2.95,46,36,1,0,0
20260228,2/28/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.79,4256,1184,3.59,58,47,5,1,57.39
20260301,3/1/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,32.04,2805,938,2.99,37,32,1,0,0
20260302,3/2/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,44.18,3234,1835,1.76,42,32,1,0,0
20260303,3/3/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,23.72,1730,617,2.8,19,15,0,0,0
20260304,3/4/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,36.63,3240,1069,3.03,50,44,2,1,68.2
20260305,3/5/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,27.64,2005,521,3.85,27,24,2,0,0
20260306,3/6/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,37.38,3371,1273,2.65,46,38,1,0,0
20260307,3/7/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,41.35,3243,916,3.54,43,35,2,0,0
20260308,3/8/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,23.59,2310,1092,2.12,29,25,1,0,0
20260309,3/9/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,28.09,2193,629,3.49,27,24,2,0,0
20260310,3/10/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,40.81,3326,1102,3.02,46,38,0,0,0
20260311,3/11/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,38.4,3180,893,3.56,44,34,2,0,0
20260312,3/12/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,29.24,2562,945,2.71,29,24,0,0,0
20260313,3/13/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,44.76,4109,1501,2.74,58,46,5,1,55.65
20260314,3/14/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,51.47,3758,1998,1.88,47,38,6,1,51.05
20260315,3/15/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,30.07,2590,1037,2.5,24,21,2,0,0
20260316,3/16/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,26.11,2319,1152,2.01,34,28,2,0,0
20260317,3/17/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,46.45,3425,1066,3.21,35,29,2,0,0
20260318,3/18/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.84,3869,1081,3.58,40,33,3,1,66.02
20260319,3/19/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,24.24,1813,1188,1.53,18,15,2,0,0
20260320,3/20/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,166.22,13274,3958,3.35,153,123,14,3,151.61
20260321,3/21/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,213.38,19603,7397,2.65,176,140,9,2,132.22
20260322,3/22/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,133.04,12694,7004,1.81,128,110,9,2,109.65
20260323,3/23/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,85.46,7642,3336,2.29,87,73,5,1,57.95
20260324,3/24/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,165.01,14479,4966,2.92,201,180,25,6,287.7
20260325,3/25/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,136.29,12668,3685,3.44,139,123,9,2,136.68
20260326,3/26/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,35.96,2968,1302,2.28,40,34,0,0,0
20260327,3/27/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,31.78,2662,1315,2.02,30,23,1,0,0
20260328,3/28/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,23.65,1772,814,2.18,19,15,0,0,0
20260329,3/29/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,50.62,4940,1346,3.67,53,44,4,1,51.44
20260330,3/30/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,40.47,3124,863,3.62,41,35,3,1,46.99
20260331,3/31/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,46.99,4574,1210,3.78,52,47,2,0,0
20260401,4/1/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.78,3880,975,3.98,41,32,2,0,0
20260402,4/2/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,47.27,3891,977,3.98,42,36,1,0,0
20260403,4/3/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,33.49,2830,988,2.86,33,30,1,0,0
20260404,4/4/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,46.35,4513,1484,3.04,43,38,2,0,0
20260405,4/5/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,31.96,2497,1025,2.44,26,23,2,0,0
20260406,4/6/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,26.55,2082,588,3.54,25,19,1,0,0
20260407,4/7/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,36.03,2950,879,3.36,25,20,1,0,0
20260408,4/8/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,42.76,3813,973,3.92,32,25,1,0,0
20260409,4/9/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,30.96,2512,780,3.22,31,28,0,0,0
20260410,4/10/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,48,4225,1058,3.99,40,34,0,0,0
20260411,4/11/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,51.13,3763,1488,2.53,38,30,2,0,0
20260412,4/12/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,43,3901,1146,3.4,41,34,1,0,0
20260413,4/13/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,51.03,4074,1466,2.78,44,34,2,0,0
20260414,4/14/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,42.29,3458,1537,2.25,28,24,1,0,0
20260415,4/15/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,43.19,3682,967,3.81,32,26,2,0,0
20260416,4/16/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,28.39,2121,1005,2.11,20,17,2,0,0
20260417,4/17/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,46.93,4434,1985,2.23,38,32,2,1,49.7
20260418,4/18/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,46.17,3448,1031,3.34,30,25,2,0,0
20260419,4/19/2026,CMP_002,ADS_0007,CRV_00027,AUD_003,23,1918,1090,1.76,16,14,1,0,0
20260219,2/19/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,6.07,322,104,3.1,8,6,1,0,0
20260220,2/20/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,6.67,356,89,4,12,9,0,0,0
20260221,2/21/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,8.55,465,237,1.96,15,13,1,0,0
20260222,2/22/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5,296,91,3.25,9,8,1,0,0
20260223,2/23/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,8.47,498,126,3.95,14,12,2,0,0
20260224,2/24/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,8.3,467,123,3.8,16,12,2,0,0
20260225,2/25/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5.22,301,131,2.3,7,6,0,0,0
20260226,2/26/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5.33,346,106,3.26,8,6,0,0,0
20260227,2/27/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5,257,70,3.67,6,5,2,0,0
20260228,2/28/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5.63,294,174,1.69,8,6,2,0,0
20260301,3/1/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5,309,114,2.71,8,6,0,0,0
20260302,3/2/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,5.27,270,74,3.65,9,7,0,0,0
20260303,3/3/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,7.84,449,128,3.51,14,11,1,0,0
20260304,3/4/2026,CMP_002,ADS_0008,CRV_00028,AUD_006,7.64,445,112,3.97,14,11,0,0,0
